"Sneaker_name","Sneaker_url","Sneaker_img","Sneaker_title","Sneaker_title_url","Sneaker_brand","Sneaker_brand_url","Sneaker_price","Sneaker_description","Sneaker_brand_img","Sneaker_brand_img_url"
"Danner Jag Carbon Black (schwarz)","https://www.43einhalb.com/p/danner-jag-carbon-black-schwarz-460588","https://43einhalb.com/media/245984/w/616/h/370/n/danner-37344-jag-1.jpg","Cloud ""All Black""","https://www.43einhalb.com/p/on-cloud-all-black-106398","On","https://www.43einhalb.com/p/on-cloud-all-black-106398","€ 169,95","Ein echter Danner Klassiker der 80er Jahre ist zurück.
Der ursprüngliche Danner Jag Schuh debütierte in den 1980er Jahren als eine leichte Alternative zu den klassischen, strapazierfähigen Wanderschuhen von Danner. Nach einigen Jahren auf dem Wanderwegen dieser Welt wurde er in den Ruhestand versetzt.
Jetzt, mehr als 30 Jahre später, bringt Danner den Jag als eine vielseitigere Version seines früheren Selbst wieder zurück in die Wälder und auf unsere Straßen. Der Schuh ist sowohl auf dem Trail als auch in der Stadt bequem und verfügt über langlebige, leichte Materialien, eine dämpfende EVA-Zwischensohle und die neue Danner Waffel-Außensohle, die sich an eine Vielzahl von Geländeformen anpasst.
Wir freuen uns, das Danner dieses Original zurück gebracht hat und können es kaum erwarten, den Jag zu schnüren und uns in das nächste Abenteuer zu stürzen!","https://43einhalb.com/media/246004/w/240/h/158/n/246004.jpg","https://www.43einhalb.com/marken/danner"
"Danner Mountain 600 4.5"" Rich Brown (braun)","https://www.43einhalb.com/p/danner-mountain-600-45-rich-brown-braun-460500","https://43einhalb.com/media/246003/w/616/h/370/n/danner-62250-mountain-600-1.jpg","ML574XAA (braun)","https://www.43einhalb.com/p/new-balance-ml574xaa-braun-409515","New Balance","https://www.43einhalb.com/p/new-balance-ml574xaa-braun-409515","€ 214,95","Inspiriert durch Jahrzehnte legendärer Wanderschuhe haben sich Danner und Vibram®, der Sohlenhersteller für Outdoorschuhe schlechthin, zusammengetan, um einen neuen Weg für Wanderschuhe zu beschreiten.
Die Kombination aus der Vibram® SPE-Zwischensohle und der Fuga-Außensohle bietet unvergleichlichen Grip auf nassen und trockenen Untergründen bei gleichzeitig hervorragender Dämpfung ohne großes Gewicht. Entwickelt, um dem Klima und dem Terrain des pazifischen Nordwestens standzuhalten, wurde ein glattes Obermaterial aus Vollnarbenleder verwendet und mit dem wasserdichten Danner Dry-Schutz kombiniert.
Der Mountain 600 definiert eine neue Kategorie von Wanderschuhen, die Danner selbst »Performance Heritage« nennt – ein Mix aus klassischem Wanderschuh-Style mit leichter Innovation. Gefällt uns sehr und ist mit Sicherheit auch etwas für unsere Gefilde wie die Rhön!","https://43einhalb.com/media/246004/w/240/h/158/n/246004.jpg","https://www.43einhalb.com/marken/danner"
"Nike Jordan Zoom '92 (schwarz / grau)","https://www.43einhalb.com/p/nike-jordan-zoom-92-schwarz-grau-452968","https://43einhalb.com/media/251063/w/616/h/370/n/nike-dc9038-001-jordan-zoom-92-1-kopie.jpg","Cloud ""All Black""","https://www.43einhalb.com/p/on-cloud-all-black-106398","On","https://www.43einhalb.com/p/on-cloud-all-black-106398","€ 149,95","Releasedate: 29.10.2020 | Online: 09:00 Uhr.
Der Nike Jordan Zoom '92 erinnert optisch an die Basketballschuhe der 90er Jahre, kommt aber mit modernsten Technologien um die Ecke!
Das neue Jumpman-Modell wurde von drei Klassikern inspiriert: dem Air Jordan VII, dem Nike Air Max 180 und dem Nike Air Force 5. Der Zoom ’92 enthält sowohl visuelle als auch funktionale Details der drei Schuhe. So sind zum Beispiel die verschiedenen Schichten des Uppers vom Air Jordan 7 inspiriert, genauso wie das »9« Logo an der Ferse.
Neben der Basketballtradition stellt der Schuh den Tragekomfort in den Mittelpunkt: Der neue Jordan Zoom ’92 wurde mit der Zoom-Technologie ausgestattet und kommt mit einem sichtbaren Air-Element am Vorderfuß versehen, das sich auch beim Air Max 180 und Nike Air Force 5 wiederfinden lässt.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"Nike WMNS Air Max 90 (weiß / schwarz / blau)","https://www.43einhalb.com/p/nike-wmns-air-max-90-weiss-schwarz-blau-419302","https://43einhalb.com/media/240891/w/616/h/370/n/nike-woman-da4290-100-wmns-nike-air-max-90-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","€ 139,95","","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"Reebok Club C 85 (weiß / grün)","https://www.43einhalb.com/p/reebok-club-c-85-weiss-gruen-432520","https://43einhalb.com/media/246439/w/616/h/370/n/reebok-fx4970-club-c-85-1-kopie.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","€ 89,95","Für Reebok stehen Tradition und Authentizität an erster Stelle: Statt auf ausgefallene, Futuristische Modelle zu setzen, bleiben die Macher von Reebok lieber ihren Wurzeln treu und präsentieren mit dem Club C 85 den nächsten Klassiker aus den 80er Jahren.
Zur Freude der Retro-Fans hat sich der Sneaker optisch im Vergleich zum Vorbild von 1985 kaum verändert, an neuen technischen Features wurde allerdings nicht gespart. So stattet Reebok den Klassiker mit einer Eva-Midsole für die optimale Dämpfung und einem abriebfesten Rubber für zuverlässigen Grip aus.
Hier kommt der Reebok Club C 85 im gewohnten cleanen Look und mit einer Extraladung Retro-Charm. Pünktlich zum 35. Jubiläum des klassischen Tennisschuhs erscheint der Reebok Club C 85 mit stylischer »Anniversary«-Branding auf der Zunge!","https://43einhalb.com/media/244388/w/240/h/158/n/244388.jpg","https://www.43einhalb.com/marken/reebok"
"On Cloud Hi Monochrome Cocoa (braun)","https://www.43einhalb.com/p/on-cloud-hi-monochrome-cocoa-braun-435404","https://43einhalb.com/media/246624/w/616/h/370/n/on-2899657-cloud-hi-1.jpg","ML574XAA (braun)","https://www.43einhalb.com/p/new-balance-ml574xaa-braun-409515","New Balance","https://www.43einhalb.com/p/new-balance-ml574xaa-braun-409515","€ 179,95","NEVER NOT ON.
Wenn du dachtest, dass sich das Laufen im On Cloud schon wie auf Wolken anfühlt, dann warte erstmal ab, bis du diese neue Silhouette an deinen Füßen hast! Der Cloud Hi Monochrome ist perfekt für alle, die mehr wollen. Die Aussensohle verfügt über modernsten Zero-Gravity-Schaum für besseren Halt und noch weichere CloudTec®-Landungen. Cloud-Elemente und ein einzigartiges Speedboard™ ermöglichen ein reaktionsstarkes Laufgefühl und bringen dich immer weiter vorwärts. Damit erreicht Never Not On ungeahnte Höhen.
Der neue On Cloud Hi Monochrome kommt mit verlängerter, weicher Zunge und bietet schon beim Anziehen mehr Komfort. Das Upper ist aus veganem Wildleder und die getapten Nähten machen das Design glatt und geschmeidig. Die gewohnte Performance wird dank der starken Farbgebung in Braun perfekt abgerundet.","https://43einhalb.com/media/196879/w/240/h/158/n/196879.jpg","https://www.43einhalb.com/marken/on"
"Puma Cali Women's (weiß / grün)","https://www.43einhalb.com/p/puma-cali-womens-weiss-gruen-436556","https://43einhalb.com/media/240819/w/616/h/370/n/puma-woman-369155-23-cali-wns-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","€ 89,95","Greetings from Cali! West Coast vibes remixed.
Nach seinem Debüt im Jahr 1983 erlangte der California schnell Berühmtheit als Terrace-Sneaker und schlug damit eine Brücke zwischen den Welten Tennis und Fußball. Dank seinem tiefliegenden Aufbau und dem relaxten Design war der Schuh allerdings auch in der Streetstyle-Szene beliebt.
Diese neu gestaltete Silhouette zeichnet sich durch eine aufregende Plattform und lockere Westküsten-Atmosphäre aus.
Der neue Puma Cali behält – wie sein Vorgänger – die breite Gummisohle, während das Upper aus Premium Vollleder für einen frischen, modernen Touch sorgt. Der fast ganz weiß gehaltene Colorway sorgt für einen cleanen Look und wird nur durch beige Details an der Sohle unterbrochen.
Das Gesicht zur neuen Kampagne des Puma Cali ist die Schauspielerin, Sängerin und Produzentin Selena Gomez. Vielleicht weil sie auch selbst in Hollywood, Kalifornien lebt.
Hier kommt der Puma Cali Wn's mit einem cleanen weißen Upper, das durch starke Neon-Details zum absoluten Blickfang wird.","https://43einhalb.com/media/59719/w/240/h/158/n/59719.jpg","https://www.43einhalb.com/marken/puma"
"New Balance ML574FNE (grün / gelb)","https://www.43einhalb.com/p/new-balance-ml574fne-gruen-gelb-407149","https://43einhalb.com/media/248460/w/616/h/370/n/new-balance-738191-60-6-ml574fne-1.jpg","Atacama (olive / schwarz)","https://www.43einhalb.com/p/birkenstock-atacama-olive-schwarz-400724","Birkenstock","https://www.43einhalb.com/p/birkenstock-atacama-olive-schwarz-400724","€ 89,95","Wenn man von New Balance spricht, kommt zwangsläufig der 574er zur Sprache. Es ist das seit 1988 immer leuchtende Aushängeschild der Laufschuhmarke, welches Liebhaber als auch New Balance Neulinge gleichermaßen begeistert!
Ausgestattet mit dem ENCAP-System, welches zusätzlich Stabilität und Dämpfung bringt, war der New Balance 574 viele Jahre einer der beliebtesten Laufschuhe. Heute ist er der solideste Lifestyle-Sneaker im New Balance Sortiment, nicht zuletzt weil er den Spagat zwischen Sportlichkeit und Casual wie kaum ein anderer Sneaker beherrscht.
Hier kommt der New Balance ML574FNE mit einem schönen, schlichten Upper in olivfarbenen Suede und einer luftigen Mesh Toebox daher. Obendrein findet man am Schuh zahlreiche gelbe Details, die den Schuh noch mehr in Szene setzen. Die weiße Zwischensohle und die schwarze Gum-Außensohle runden den Look perfekt ab.","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance"
"ASICS SportStyle Lyte Classic (schwarz)","https://www.43einhalb.com/p/asics-sportstyle-lyte-classic-schwarz-405307","https://43einhalb.com/media/248425/w/616/h/370/n/asics-1201a057-001-lyte-classic-1.jpg","Cloud ""All Black""","https://www.43einhalb.com/p/on-cloud-all-black-106398","On","https://www.43einhalb.com/p/on-cloud-all-black-106398","€ 89,95","Der ASICS Sportstyle LYTE CLASSIC bezieht sein Design von seinem legendären Bruder, dem GEL-LYTE III und zahlreichen weiteren ASICS Archiv-Silhouetten.
Das wichtigste vorneweg: Natürlich kommt auch diese neue Silhouette mit dem von ASICS Sportstyle gewohntem Komfort! Der restliche Schuh ist eher schlicht gehalten, denn das fast komplett schwarze Upper, das aus einem Velour- und Synthetik-Leder Material-Mix besteht, wird nur durch wenige grüne und flieder-farbene in Szene gesetzt. Mit dem ASICS Sportstyle LYTE CLASSIC bringt und die japanische Turnschuh-Marke einen echten All-Rounder, mit dem Ihr garantiert jeden Tag stilsicher unterwegs seid.","https://43einhalb.com/media/213728/w/240/h/158/n/213728.jpg","https://www.43einhalb.com/marken/asics-sportstyle"
"Nike WMNS Air Max 2090 (weiß / silber)","https://www.43einhalb.com/p/nike-wmns-air-max-2090-weiss-silber-383132","https://43einhalb.com/media/236360/w/616/h/370/n/nike-woman-ck2612-100-air-max-2090-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","€ 149,95","Zum diesjährigen Air Max Day präsentierte uns der Swoosh neben dem Air Max 90 eine komplett neue Silhouette - den Air Max 2090!
Der 2090 wurde vom legendären Air Max 90 inspiriert und besticht durch Nike Air-Dämpfung, die unvergleichlichen Tragekomfort gewährleistet. Das transparente Mesh im Obermaterial und zeitlose Elemente des Klassikers sorgen für einen markanten, modernisierten Look.
Nachdem die Silhouette mit dem unumstrittenen »Duck Camo« Colorway einen gelungenen Start ins Sneaker-Game hinlegte, dürfen wir uns jetzt über weitere Colorways freuen. Im weiß-silbernen Colorway kommen die futuristischen Linien der Silhouette noch besser zur Geltung, die den Sneaker zu einem echten Hingucker werden lassen.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
