"Sneaker_name","Sneaker_url","Sneaker_img","Sneaker_title","Sneaker_title_url","Sneaker_brand","Sneaker_brand_url","Sneaker_price","Sneaker_description","Sneaker_brand_img","Sneaker_brand_img_url"
"Karhu Fusion 2.0 ""Hockey Pack""","https://www.43einhalb.com/p/karhu-fusion-20-hockey-pack-404425","https://43einhalb.com/media/249085/w/616/h/370/n/karhu-f804091-fusion-20-5.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","€ 139,95","Releasedate: 02.10.2020 | Online: 00:01 Uhr. | Instore: Frankfurt.
Das Eis-Hockey in Finnland mehr als nur eine Sportart ist, dürfte den meisten Leuten schon mit Blick auf die geografische Lage des Landes auffallen!
Da der finnische Sneaker-Hersteller Karhu als ehemaliger Hockey-Equipment Hersteller und Sponsor der Eishockey-Legende Antti-Jussi Tiitola gerade zu dafür prädestiniert ist, eine Homage an den Volkssport Nr. 1 des nordischen Landes zu senden, zelebriert man jetzt erneut das berühmte »Hockey Bären« - Logo im Stile längst vergangener Tage auf dem Fusion 2.0, dem Aria 95, dem Legacy 96 und dem Synchron Classic.
Als Teil dieses Packs bringt Karhu auch diesen cleanen Colorway auf der Fusion 2.0 Silhouette heraus. Der sportliche, hauptsächlich weiß gehaltene Sneaker überzeugt durch die hochwertigen grauen und schwarzen Suede Applikationen. Abgerundet wird der Look durch die auffälligen grünen Akzente am Lacing-System und der Outsole, die den Fusion 2.0 hier zu einem echten Hingucker machen!","https://43einhalb.com/media/106028/w/240/h/158/n/106028.jpg","https://www.43einhalb.com/marken/karhu"
"Karhu Synchron Classic ""Color of Mood Pack 2""","https://www.43einhalb.com/p/karhu-synchron-classic-color-of-mood-pack-2-403921","https://43einhalb.com/media/247707/w/616/h/370/n/karhu-f802653-synchron-classic-1.jpg","Cloud Hi (grau)","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","On","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","€ 129,95","Releasedate: 18.09.2020 | Online: 00:01 Uhr.","https://43einhalb.com/media/106028/w/240/h/158/n/106028.jpg","https://www.43einhalb.com/marken/karhu"
"Vans x MoMa Classic Slip-On (bunt)","https://www.43einhalb.com/p/vans-x-moma-classic-slip-on-bunt-424922","https://43einhalb.com/media/252419/w/616/h/370/n/vans-vn0a4u381ic1-classic-slip-on-1.jpg","WL574ANA (schwarz / grau / leo)","https://www.43einhalb.com/p/new-balance-wl574ana-schwarz-grau-leo-408847","New Balance","https://www.43einhalb.com/p/new-balance-wl574ana-schwarz-grau-leo-408847","€ 74,95","Releasedate: 11.11.2020 | Online: 00:01 Uhr.
Nachdem Debüt der Zusammenarbeit zwischen Vans und dem Museum of Modern Art (MoMA) im September geht es jetzt mit dem zweiten Teil der Kollaboration weiter, bei dem Ihr wieder die Chance habt, Euch eins der Designs von Edvard Munch, Jackson Pollock, Lybov Popova oder Faith Ringgold in Form eines Sneakers oder Apparel-Pieces zu sichern.","https://43einhalb.com/media/103047/w/240/h/158/n/103047.jpg","https://www.43einhalb.com/marken/vans"
"Reebok Club C Revenge (weiß / braun)","https://www.43einhalb.com/p/reebok-club-c-revenge-weiss-braun-458100","https://43einhalb.com/media/254991/w/616/h/370/n/reebok-fy9417-club-c-revenge-1.jpg","V-10 - B-MESH (beige / weiß)","https://www.43einhalb.com/p/veja-v-10%09-b-mesh-beige-weiss-392484","VEJA","https://www.43einhalb.com/p/veja-v-10%09-b-mesh-beige-weiss-392484","€ 99,95","Mit seinem zeitlosen Design und der schönen Low-Cut Silhouette hat sich der Reebok Club C Revenge einen Platz in der Sneaker »Hall-of-fame« verdient.
Der cleane Look in Kombination mit dem hochwertigen Materialien verleihen diesem Tennis-Klassiker einen authentisches Vintage-Flair. Auch die typische Gum-Sohle sorgt für einen weichen Kontrast zum Upper des Schuhs und macht damit den Revenge zu einem echten Hingucker!
Der Reebok Club C Revenge kommt mit einem beigen Leder-Upper und dämpfender Eva-Zwischenhohle daher. Die hellbraunen Details runden den starken Retro-Look perfekt ab.","https://43einhalb.com/media/244388/w/240/h/158/n/244388.jpg","https://www.43einhalb.com/marken/reebok"
"Reebok Classic Leather (weiß / grün)","https://www.43einhalb.com/p/reebok-classic-leather-weiss-gruen-453734","https://43einhalb.com/media/254982/w/616/h/370/n/reebok-fx1715-cl-lthr-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","€ 109,95","Ein Sneaker, der einfach nie aus der Mode kommt – Der Reebok Classic Leather macht seinen Namen alle Ehren und überzeugt als zeitloser Klassiker. Mit seinem schlichten Design und der schönen Low-Cut Silhouette hat sich der Reebok Classic Leather zum absoluten All-Day-Carry Sneaker gemausert. Zu Recht!
Mit dem Reebok Classic Leather ist nämlich eine wahre Running Legende in unser Sortiment gewandert, deren Retro-Charm niemandem entgeht. Das schlichte Modell mit der leichten, gestanzten EVA-Zwischensohle prägte die Reebok-Laufgeschichte wie kaum ein anderer Schuh - und zeigt auch heute noch, wie gut ein alter Laufhase aussehen kann.
Hier kommt der Reebok Classic Leather mit einem weißen Leder-Upper im cleanen Look daher, der durch das grüne Reebok-Branding auf den Außenflächen zum echten Hingucker wird.","https://43einhalb.com/media/244388/w/240/h/158/n/244388.jpg","https://www.43einhalb.com/marken/reebok"
"Reebok Classic Leather (weiß / blau / braun)","https://www.43einhalb.com/p/reebok-classic-leather-weiss-blau-braun-453566","https://43einhalb.com/media/254665/w/616/h/370/n/reebok-fx1289-cl-lthr-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","€ 99,95","Ein Sneaker, der einfach nie aus der Mode kommt – Der Reebok Classic Leather macht seinen Namen alle Ehren und überzeugt als zeitloser Klassiker.
Mit seinem schlichten Design und der schönen Low-Cut Silhouette hat sich der Reebok Classic Leather zum absoluten All-Day-Carry Sneaker gemausert. Zu Recht!
Mit dem Reebok Classic Leather ist nämlich eine wahre Running Legende in unser Sortiment gewandert, deren Retro-Charm niemandem entgeht. Das schlichte Modell mit der leichten, gestanzten EVA-Zwischensohle prägte die Reebok-Laufgeschichte wie kaum ein anderer Schuh - und zeigt auch heute noch, wie gut ein alter Laufhase aussehen kann.
Hier kommt der Reebok Classic Leather mit einem weißen Leder-Upper daher, das durch die weißen und blauen Details nochmals in Szene gesetzt wird. Die perforierte Toe Box sorgt für einen super angenehmen Tragekomfort.","https://43einhalb.com/media/244388/w/240/h/158/n/244388.jpg","https://www.43einhalb.com/marken/reebok"
"New Balance ML574LPW (weiß / grau)","https://www.43einhalb.com/p/new-balance-ml574lpw-weiss-grau-406493","https://43einhalb.com/media/252950/w/616/h/370/n/new-balance-657061-60-3-ml574lpw-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","€ 99,95","Wenn man von New Balance spricht, kommt zwangsläufig der 574er zur Sprache. Es ist das seit 1988 immer leuchtende Aushängeschild der Laufschuhmarke, welches Liebhaber als auch New Balance Neulinge gleichermaßen begeistert!
Ausgestattet mit dem ENCAP-System, welches zusätzlich Stabilität und Dämpfung bringt, war der New Balance 574 viele Jahre einer der beliebtesten Laufschuhe. Heute ist er der solideste Lifestyle-Sneaker im New Balance Sortiment, nicht zuletzt weil er den Spagat zwischen Sportlichkeit und Casual wie kaum ein anderer Sneaker beherrscht.
Hier kommt der New Balance ML574LPW mit einem schönen, weißen Leder-Upper und einem silbernen Branding daher.","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance"
"Reebok Club C 85 (weiß / blau / rot)","https://www.43einhalb.com/p/reebok-club-c-85-weiss-blau-rot-432586","https://43einhalb.com/media/251083/w/616/h/370/n/reebok-fx4974-club-c-85-1.jpg","Cloud Hi (grau)","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","On","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","€ 89,95","Für Reebok stehen Tradition und Authentizität an erster Stelle: Statt auf ausgefallene, Futuristische Modelle zu setzen, bleiben die Macher von Reebok lieber ihren Wurzeln treu und präsentieren mit dem Club C 85 den nächsten Klassiker aus den 80er Jahren.
Zur Freude der Retro-Fans hat sich der Sneaker optisch im Vergleich zum Vorbild von 1985 kaum verändert, an neuen technischen Features wurde allerdings nicht gespart. So stattet Reebok den Klassiker mit einer Eva-Midsole für die optimale Dämpfung und einem abriebfesten Rubber für zuverlässigen Grip aus.
Hier kommt der Reebok Club C 85 im gewohnten, cleanen Look mit einem weißem Upper und blauen Details daher.","https://43einhalb.com/media/244388/w/240/h/158/n/244388.jpg","https://www.43einhalb.com/marken/reebok"
"New Balance MTCRGRG2 (grau / schwarz / weiß)","https://www.43einhalb.com/p/new-balance-mtcrgrg2-grau-schwarz-weiss-407353","https://43einhalb.com/media/252783/w/616/h/370/n/nb-820801-60-12-mtcrgrg2-1.jpg","MTCRGRG2 (grau / schwarz / weiß)","","New Balance","","€ 94,95","","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance"
"HOKA ONE ONE M Challenger Mid Gore-Tex (schwarz)","https://www.43einhalb.com/p/hoka-one-one-m-challenger-mid-gore-tex-schwarz-437032","https://43einhalb.com/media/246477/w/616/h/370/n/hoka-1106521-blk-m-challenger-mid-gtx-1.jpg","M Challenger Mid Gore-Tex (schwarz)","","HOKA ONE ONE","","€ 159,95","Dürfen wir euch den perfekten Wanderstiefel vorstellen?
Der HOKA ONE ONE M Challenger Mid Gore-Tex ist mit Sicherheit einer der Favoriten auf diesen Titel, denn er vereint vom ersten Schritt an höchsten Komfort mit Funktionalität. Das Gore-Tex Membran garantiert euch trockene Füße und gleichzeitig genug Atmungsaktivität - wie wir finden ein essenzielles Feature für einen Wanderschuh. Die CMEVA Zwischensohle unterstützt die natürliche Abroll-Bewegung des Fußes und sorgt für einen für Wanderstiefel fast schon ungewohnt hohen Komfort! Abgerundet wird der schlichte Boot durch die Podular-Außensohle, welche euch in jedem Gelände die nötige Traktion verspricht.","https://43einhalb.com/media/218277/w/240/h/158/n/218277.jpg","https://www.43einhalb.com/marken/hoka-one-one"
